"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
osis-serum-protector-termico-flatliner-x200ml-schwarzkopf;"Osis Serum Protector Termico Flatliner X200ml Schwarzkopf";"Cuidados del cabello ";;;;;;;36,000.00;;0.00;0.00;0.00;0.00;4;;;SI;NO;"<p data-start=""60"" data-end=""133""><strong data-start=""60"" data-end=""79"">OSiS+ Flatliner</strong><br data-start=""79"" data-end=""82"" />Control fuerte con protecci&oacute;n t&eacute;rmica hasta 230 &deg;C.</p>
<p data-start=""135"" data-end=""221"">Reduce la rotura, combate la humedad y garantiza un acabado liso, uniforme y duradero.</p>
<p style=""margin-bottom: 12px; font-style: normal; font-variant-caps: normal; font-stretch: normal; font-size: 19px; line-height: normal; font-family: 'Times New Roman'; font-size-adjust: none; font-kerning: auto; font-variant-alternates: normal; font-variant-ligatures: normal; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-position: normal; font-variant-emoji: normal; font-feature-settings: normal; font-optical-sizing: auto; font-variation-settings: normal; -webkit-text-stroke-width: 0px; -webkit-text-stroke-color: #000000;"">&nbsp;</p>
<p data-start=""223"" data-end=""345""><strong data-start=""223"" data-end=""239"">Modo de uso:</strong> Aplic&aacute; sobre cabello h&uacute;medo, sec&aacute; completamente y pein&aacute; con plancha en secciones para mejores resultados.</p>
<p><span style=""font-kerning: none;"">&nbsp;</span></p>";;;;;SI;;;;8,000.00
schwarzkopf-bc-bonacure-frizz-away-mascara-x-500ml;"SCHWARZKOPF BC BONACURE FRIZZ AWAY MÁSCARA X 500ML";"Cuidados del cabello ";;;;;;;55,000.00;;0.00;0.00;0.00;0.00;2;;;SI;NO;"<p data-start=""101"" data-end=""231""><strong data-start=""101"" data-end=""135"">Schwarzkopf BC Frizz Away Mask</strong><br data-start=""135"" data-end=""138"" />Controla el frizz hasta 72 horas, ideal para cabellos rebeldes, gruesos, rizados u ondulados.</p>
<p data-start=""233"" data-end=""300"">Nutre profundamente, aporta suavidad, brillo y facilita el peinado.</p>
<p data-start=""302"" data-end=""392"">F&oacute;rmula 100% vegana, desarrollada de manera sostenible y respetuosa con el medio ambiente.</p>";;;;;SI;;;;
gorro-perlas;"GORRO PERLAS";"Accesorios  > Gorra ";;;;;;;35,000.00;;0.00;0.00;0.00;0.00;4;;;SI;NO;"<p>Gorro confeccionado en mezcla de lana y alpaca, con detalle de aplicaci&oacute;n de perlas que aporta un toque delicado y elegante. Ideal para abrigarte con estilo en los d&iacute;as fr&iacute;os.</p>";;;;;SI;;;;6,500.00
mascarilla-schwarzkopf-bc-moisture-kick-500ml;"Mascarilla Schwarzkopf BC Moisture Kick 500ml";"Cuidados del cabello ";;;;;;;55,000.00;;0.00;0.00;0.00;0.00;4;;;SI;NO;"<p data-start=""0"" data-end=""123"">Tratamiento hidratante y fortalecedor para cabello seco, &aacute;spero o quebradizo. Mantiene ondas y rizos flexibles y definidos.</p>
<p data-start=""125"" data-end=""200"">F&oacute;rmula vegana, sin siliconas, enriquecida con glicerol y queratina vegana.</p>
<p data-start=""202"" data-end=""253"">Resultado: cabello suave, fuerte y f&aacute;cil de peinar.</p>
<p>&nbsp;</p>
<p data-start=""255"" data-end=""340"" data-is-last-node="""" data-is-only-node="""">Modo de uso: aplicar sobre cabello h&uacute;medo, dejar actuar de 5 a 10 minutos y enjuagar.</p>";;;;;SI;;;;28,750.00
buzo-delta-dvy;"Buzo delta Dvy";Superiores;Talle;14;;;;;40,000.00;;0.00;0.00;0.00;0.00;12;;;SI;NO;"<p>Buzo de friza 100% algod&oacute;n con escote en V.<br data-start=""43"" data-end=""46"" />Disponible en talle 14 (equivalente a M adulto).<br data-start=""94"" data-end=""97"" />C&oacute;modo y perfecto para uso diario.</p>";;;;;SI;;;;
buzo-delta-dvy;;;Talle;6;;;;;40,000.00;;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;
buzo-delta-dvy;;;Talle;8;;;;;40,000.00;;0.00;0.00;0.00;0.00;8;;;;;;;;;;;;;;
buzo-delta-dvy;;;Talle;10;;;;;40,000.00;;0.00;0.00;0.00;0.00;4;;;;;;;;;;;;;;
buzo-delta-dvy;;;Talle;12;;;;;40,000.00;;0.00;0.00;0.00;0.00;6;;;;;;;;;;;;;;
denim-cargo-unisex-kids;"Denim cargo unisex KIDS";"Kids ";Talle;10;;;;;38,000.00;;0.00;0.00;0.00;0.00;11;;;SI;NO;"<p>Denim cargo unisex para ni&ntilde;os.<br data-start=""30"" data-end=""33"" />Dise&ntilde;o c&oacute;modo y resistente, ideal para el d&iacute;a a d&iacute;a.<br data-start=""85"" data-end=""88"" />Perfecto para que los m&aacute;s chicos disfruten con estilo y libertad de movimiento.</p>";;;;;SI;;;;
hoodie-stdw-kids-dvy;"Hoodie stdw KIDS DVY";"Kids ";Color;Rosa;Talle;14;;;34,000.00;;0.00;0.00;0.00;0.00;5;;;SI;NO;"<p data-start=""0"" data-end=""20"">Hoodie STDW KIDS DVY</p>
<p>&nbsp;</p>
<p data-start=""22"" data-end=""191"" data-is-last-node="""" data-is-only-node="""">Buzo con capucha para ni&ntilde;os, confeccionado en tela DVY que ofrece comodidad y calidez.<br data-start=""108"" data-end=""111"" />Dise&ntilde;o moderno y vers&aacute;til, ideal para el uso diario y actividades al aire libre.</p>";;;;;SI;;;;
hoodie-stdw-kids-dvy;;;Color;Rosa;Talle;10;;;34,000.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
hoodie-stdw-kids-dvy;;;Color;Rosa;Talle;8;;;34,000.00;;0.00;0.00;0.00;0.00;4;;;;;;;;;;;;;;
hoodie-stdw-kids-dvy;;;Color;Rosa;Talle;12;;;34,000.00;;0.00;0.00;0.00;0.00;6;;;;;;;;;;;;;;
tapado-corderito-bucle-kids;"Tapado corderito bucle KIDS";"Kids ";Color;Gris;Talle;8;;;52,000.00;;0.00;0.00;0.00;0.00;5;;;SI;NO;"<p data-start=""0"" data-end=""27"">Tapado corderito bucle KIDS</p>
<p>&nbsp;</p>
<p data-start=""29"" data-end=""216"" data-is-last-node="""" data-is-only-node="""">Abrigo para ni&ntilde;os confeccionado en suave tela de corderito con textura bucle.<br data-start=""106"" data-end=""109"" />Ideal para mantener el calor en los d&iacute;as fr&iacute;os, combina confort y estilo en una prenda pr&aacute;ctica y adorable.</p>";;;;;SI;;;;
jogger-sport-rose-kids;"Jogger sport rose KIDS";"Kids ";Talle;8;;;;;40,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""22"">Jogger Sport Rose KIDS</p>
<p>&nbsp;</p>
<p data-start=""24"" data-end=""222"" data-is-last-node="""" data-is-only-node="""">Jogger deportivo liviano dise&ntilde;ado para ni&ntilde;os, ideal para sus actividades diarias con comodidad y estilo.<br data-start=""128"" data-end=""131"" />Cuenta con detalle de estampa y logo estampado que le aportan un toque moderno y divertido.</p>";;;;;SI;;;;
campera-sport-rose-kids;"Campera sport rose KIDS";"Kids ";Talle;8;;;;;40,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""30"">Campera deportiva liviana rosa</p>
<p>&nbsp;</p>
<p data-start=""32"" data-end=""308"" data-is-last-node="""" data-is-only-node="""">Esta campera de tejido liviano es perfecta para que los m&aacute;s chicos disfruten del movimiento con comodidad y estilo.<br data-start=""147"" data-end=""150"" />Destaca por su color rosa vibrante y un detalle de estampado que le da un toque moderno y divertido. Ideal para actividades al aire libre o para el d&iacute;a a d&iacute;a.</p>";;;;;SI;;;;
set-kitty-kids-dvy;"Set Kitty KIDS DVY";"Kids ";Color;Rosa;Talle;12;;;80,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""18"">Set Kitty KIDS DVY</p>
<p>&nbsp;</p>
<p data-start=""20"" data-end=""272"" data-is-last-node="""" data-is-only-node="""">Conjunto de campera y pantal&oacute;n rosa over confeccionado en tela r&uacute;stica de algod&oacute;n, ideal para la comodidad y el estilo de los m&aacute;s chicos.<br data-start=""157"" data-end=""160"" />Perfecto para acompa&ntilde;ar sus aventuras diarias con un look fresco y moderno, garantizando suavidad y durabilidad.</p>";;;;;SI;;;;
pantalon-parachutte-kids-dvy;"Pantalón parachutte KIDS DVY";"Kids ";Talle;14;;;;;36,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""28"">Pantal&oacute;n Parachutte KIDS DVY</p>
<p>&nbsp;</p>
<p data-start=""30"" data-end=""290"" data-is-last-node="""" data-is-only-node="""">Pantal&oacute;n jogger confeccionado en parachutte, con cintura tejida que aporta confort y ajuste perfecto.<br data-start=""131"" data-end=""134"" />Dise&ntilde;o de talle amplio para brindar libertad de movimiento y comodidad durante todo el d&iacute;a. Ideal para actividades activas y el d&iacute;a a d&iacute;a de los m&aacute;s chicos.</p>";;;;;SI;;;;
camiseta-choice-kids-dvy;"Camiseta choice kids dvy";"Kids ";Talle;10;;;;;21,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""24"">Camiseta Choice KIDS DVY</p>
<p>&nbsp;</p>
<p data-start=""26"" data-end=""256"" data-is-last-node="""" data-is-only-node="""">Camiseta confeccionada en morley de algod&oacute;n de alta calidad, color rose suave.<br data-start=""104"" data-end=""107"" />Dise&ntilde;o c&oacute;modo y vers&aacute;til, ideal para el d&iacute;a a d&iacute;a de los m&aacute;s chicos.<br data-start=""175"" data-end=""178"" />Perfecta para combinar con distintas prendas y crear looks casuales y frescos.</p>";;;;;SI;;;;
remera-rose-kids-dvy;"Remera rose KIDS DVY";"Kids ";Color;Gris;Talle;10;;;20,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p>Confeccionada en jersey 100% algod&oacute;n prelavado para m&aacute;xima suavidad y comodidad.<br data-start=""99"" data-end=""102"" />Detalle especial de florcitas aplicadas que aportan un toque delicado y divertido.<br data-start=""184"" data-end=""187"" />Ideal para los m&aacute;s chicos, perfecta para combinar con pantalones o shorts para un look fresco y alegre.</p>";;;;;SI;;;;
pantalon-brush;"PANTALÓN BRUSH";Inferiores;Color;Visón;Talle;M;;;70,000.00;63,344.00;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""35"">Pantal&oacute;n wide leg de morley brushed</p>
<p data-start=""37"" data-end=""259"">Desde un d&iacute;a de trabajo hasta una salida con amigas, este pantal&oacute;n es tu aliado perfecto. Su tejido suave y c&oacute;modo te acompa&ntilde;a durante todo el d&iacute;a, mientras que el corte vers&aacute;til te permite crear infinitas combinaciones.</p>
<p data-start=""261"" data-end=""350"">Comb&iacute;nalo con alguno de los tops de la misma familia para un look completo y a la moda.</p>
<p>&nbsp;</p>
<p data-start=""352"" data-end=""372"" data-is-last-node="""" data-is-only-node="""">Tela: morley brushed</p>";;;;;SI;;;;31,920.00
pantalon-brush;;;Color;Visón;Talle;L;;;70,000.00;63,344.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;31,920.00
pantalon-brush;;;Color;Negro;Talle;M;;;70,000.00;63,344.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;31,920.00
pantalon-brush;;;Color;Negro;Talle;L;;;70,000.00;63,344.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;31,920.00
chomba-brush;"Chomba Brush";Superiores;Color;Visón;Talle;S;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""12"">Chomba Brush</p>
<p data-start=""14"" data-end=""232"">Confeccionada en morley brushed, esta chomba combina comodidad y estilo en una prenda vers&aacute;til. Su tejido suave y c&aacute;lido te brinda confort durante todo el d&iacute;a, ideal para llevar sola o superpuesta en cualquier ocasi&oacute;n.</p>
<p>&nbsp;</p>
<p data-start=""234"" data-end=""279"" data-is-last-node="""" data-is-only-node="""">Un b&aacute;sico imprescindible para tu guardarropa.</p>";;;;;SI;;;;28,100.00
chomba-brush;;;Color;Visón;Talle;M;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Visón;Talle;L;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Blanco;Talle;S;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Blanco;Talle;M;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Blanco;Talle;L;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Marrón;Talle;S;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Marrón;Talle;M;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Marrón;Talle;L;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Negro;Talle;S;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Negro;Talle;M;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;2;;;;;;;;;;;;;;28,100.00
chomba-brush;;;Color;Negro;Talle;L;;;68,000.00;40,000.00;0.00;0.00;0.00;0.00;2;;;;;;;;;;;;;;28,100.00
jean-skater;"Jean skater";Inferiores;Color;Negro;Talle;M;;;99,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p>Confeccionado en denim r&iacute;gido, este jean ofrece un corte skater moderno y c&oacute;modo. Sus bolsillos funcionales aportan practicidad sin perder estilo, ideal para un look casual y urbano.</p>";;;;;NO;;;;36,600.00
jean-skater;;;Color;Negro;Talle;L;;;99,000.00;;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;36,600.00
remera-bunny;"REMERA BUNNY";Superiores;Color;Blanco;Talle;L;;;67,000.00;30,000.00;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p><strong>Algod&oacute;n con spandex</strong></p>
<p>Combina lo mejor de ambos mundos con nuestra remera oversize estampada.</p>
<p>El algod&oacute;n suave te brinda la m&aacute;xima comodidad, mientras que el dise&ntilde;o la convierte en una pieza &uacute;nica.</p>";;;;;SI;;;;12,890.00
camisa-poplin;"CAMISA POPLIN";Superiores;Talle;UNICO;Color;Celeste;;;40,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p><strong>Tela: Poplin</strong></p>
<p>Nuestra camisa oversize de popl&iacute;n es la pieza clave que necesitas en tu armario. Su corte holgado y suave tejido te brindan una comodidad inigualable, mientras que el logo bordado le a&ntilde;ade un toque de sofisticaci&oacute;n. Perfecta para el d&iacute;a a d&iacute;a o para ocasiones m&aacute;s especiales, &iexcl;comb&iacute;nala como quieras y crea looks &uacute;nicos!</p>";;;;;SI;;;;18,500.00
camisa-poplin;;;Talle;UNICO;Color;Beige;;;40,000.00;;0.00;0.00;0.00;0.00;1;;;;;;;;;;;;;;18,500.00
camisa-bresh;"CAMISA BRESH";Superiores;Color;Negro;Talle;UNICO;;;40,000.00;;0.01;0.40;0.00;0.01;1;;;SI;NO;"<p data-start=""0"" data-end=""12"">Camisa Bresh</p>
<p>&nbsp;</p>
<p data-start=""14"" data-end=""250"" data-is-last-node="""" data-is-only-node="""">Confeccionada en poplin, esta camisa oversize se destaca por su comodidad y estilo relajado. Su ruedo redondeado le aporta un detalle moderno y vers&aacute;til, ideal para combinar con distintas prendas y crear looks casuales o m&aacute;s arreglados.</p>
<p>&nbsp;</p>";;;;;SI;;;;19,191.00
remera-button;"REMERA BUTTON";Superiores;Talle;L;;;;;42,000.00;;0.00;0.00;0.00;0.00;;;;SI;NO;"<p data-start=""0"" data-end=""13"">Remera Button</p>
<p>&nbsp;</p>
<p data-start=""15"" data-end=""278"" data-is-last-node="""" data-is-only-node="""">Confeccionada en tela suave y confortable, esta remera se caracteriza por su dise&ntilde;o cl&aacute;sico con botones frontales que aportan un toque de estilo y funcionalidad. Perfecta para un look casual y vers&aacute;til, se adapta f&aacute;cilmente a diferentes combinaciones y ocasiones.</p>";;;;;SI;;;;
remera-button;;;Talle;XL;;;;;42,000.00;;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;
remera-button;;;Talle;M;;;;;42,000.00;;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;
campera-lux-black-edition;"Campera LUX Black Edition";Superiores;Color;Marrón;Talle;L;;;180,000.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p>U<strong>na bomba total. </strong>Campera<strong> </strong>de ecofur premium con interior forrado, cierre lateral met&aacute;lico y cintur&oacute;n que marca la cintura como ninguna. Es ese abrigo que no pasa desapercibido y levanta cualquier outfit. Ultra abrigada, ultra canchera.</p>
<p>&nbsp;</p>
<p><strong><span style=""color: #000000;"">Ideal para:</span></strong></p>
<p>Las que no se conforman con pasar el invierno&hellip; quieren romperlo.</p>";;;;;SI;;;;
campera-urban-fur-estilo-y-abrigo-en-un-solo-look;"Campera Urban Fur - Estilo y abrigo en un solo look";Superiores;Color;Negro;Talle;UNICO;;;187,500.00;150,000.00;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p>Una campera que no pasa desapercibida. Con detalles de piel sint&eacute;tica en bolsillos y cuello, esta prenda combina abrigo, dise&ntilde;o y mucha personalidad. Disponible en denim celeste y negro, para que elijas la que m&aacute;s va con vos. Ideal para elevar cualquier outfit de invierno sin perder comodidad.</p>
<p>&nbsp;</p>
<p>&iquest;Est&aacute;s lista para destacarte?</p>";;;;;SI;;;;
campera-denim-2-en-1-con-peluche;"CAMPERA DENIM 2 EN 1 CON PELUCHE";Superiores;Talle;UNICO;;;;;220,000.00;160,000.00;0.01;0.04;0.00;0.01;0;;;SI;NO;"<p>La aliada ideal para el fr&iacute;o con estilo. Esta campera de jean viene con interior y detalles de peluche blanco s&uacute;per suave y abrigado&hellip; &iexcl;pero desmontable! Usala con el peluche para los d&iacute;as helados, o sin &eacute;l para un look m&aacute;s liviano. Dos camperas en una. Pr&aacute;ctica, canchera y c&oacute;moda.</p>
<p>&nbsp;</p>
<p><strong>&iquest;Te anim&aacute;s a hacerla tuya?</strong></p>";;;;;SI;;;;
campera-corderito1;"CAMPERA CORDERITO";Superiores;Color;Marrón;;;;;120,000.00;80,000.00;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p>Abrigo ultra suave, con interior tipo corderito y detalles de piel sint&eacute;tica en capucha, pu&ntilde;os y ruedo. Ideal para d&iacute;as fr&iacute;os sin perder el estilo. Tiene lazo para ajustar en la cintura y un calce c&oacute;modo que se adapta a distintos cuerpos (talle &uacute;nico).</p>";;;;;SI;;;;40,000.00
cartera-the-totebag;"CARTERA THE TOTEBAG";"Accesorios ";Color;Negro;;;;;65,000.00;40,000.00;0.00;0.00;0.00;0.00;1;;;SI;NO;"<p data-start=""0"" data-end=""47""><strong data-start=""0"" data-end=""47"">Cartera The Totebag &ndash; Detalles del producto</strong></p>
<p data-start=""49"" data-end=""172"">Dise&ntilde;ada para acompa&ntilde;arte en tu d&iacute;a a d&iacute;a con estilo y funcionalidad.<br data-start=""118"" data-end=""121"" />The Totebag combina dise&ntilde;o moderno con practicidad:</p>
<ul data-start=""174"" data-end=""474"">
<li data-start=""174"" data-end=""241"">
<p data-start=""176"" data-end=""241""><strong data-start=""176"" data-end=""196"">Interior forrado</strong> para mayor protecci&oacute;n de tus pertenencias.</p>
</li>
<li data-start=""242"" data-end=""299"">
<p data-start=""244"" data-end=""299""><strong data-start=""244"" data-end=""264"">Bolsillo interno</strong> para organizar objetos peque&ntilde;os.</p>
</li>
<li data-start=""300"" data-end=""393"">
<p data-start=""302"" data-end=""393""><strong data-start=""302"" data-end=""334"">Tira desmontable negra REVEL</strong> con mosquet&oacute;n, que permite llevarla al hombro o cruzada.</p>
</li>
<li data-start=""394"" data-end=""474"">
<p data-start=""396"" data-end=""410""><strong data-start=""396"" data-end=""408"">Medidas:</strong></p>
<ul data-start=""413"" data-end=""474"">
<li data-start=""413"" data-end=""430"">
<p data-start=""415"" data-end=""430"">Altura: 26 cm</p>
</li>
<li data-start=""433"" data-end=""449"">
<p data-start=""435"" data-end=""449"">Ancho: 30 cm</p>
</li>
<li data-start=""452"" data-end=""474"">
<p data-start=""454"" data-end=""474"">Profundidad: 12 cm</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p data-start=""476"" data-end=""545"" data-is-last-node="""" data-is-only-node="""">Ideal para complementar tus looks urbanos con un toque contempor&aacute;neo.</p>";;;;;SI;;;;25,000.00
gorras-de-colores;"GORRAS DE COLORES";"Accesorios  > Gorra ";;;;;;;29,000.00;18,000.00;0.00;0.00;0.00;0.00;4;;;SI;NO;"<p data-start=""49"" data-end=""241"">Complet&aacute; tu outfit con un accesorio atemporal y con mucha actitud. Estas gorras importadas combinan estilo urbano con un look vintage gastado, ideales para sumar personalidad a cualquier look.</p>
<p data-start=""243"" data-end=""446"">? <strong data-start=""246"" data-end=""258"">Incluye:</strong> 1 gorra<br data-start=""266"" data-end=""269"" />? <strong data-start=""272"" data-end=""285"">Material:</strong> Algod&oacute;n de alta calidad<br data-start=""309"" data-end=""312"" />? <strong data-start=""315"" data-end=""326"">Modelo:</strong> Gorra lisa<br data-start=""337"" data-end=""340"" />? <strong data-start=""343"" data-end=""354"">Estilo:</strong> Urbano, gastado, vintage<br data-start=""379"" data-end=""382"" />? <strong data-start=""385"" data-end=""396"">Estado:</strong> Nueva a estrenar<br data-start=""413"" data-end=""416"" />? <strong data-start=""419"" data-end=""446"">Producto 100% IMPORTADO</strong></p>
<p data-start=""448"" data-end=""465"">? <strong data-start=""451"" data-end=""463"">Medidas:</strong></p>
<ul data-start=""466"" data-end=""560"">
<li data-start=""466"" data-end=""491"">
<p data-start=""468"" data-end=""491"">Ajustable y regulable</p>
</li>
<li data-start=""492"" data-end=""525"">
<p data-start=""494"" data-end=""525"">Circunferencia: 54 cm a 61 cm</p>
</li>
<li data-start=""526"" data-end=""542"">
<p data-start=""528"" data-end=""542"">Visera: 7 cm</p>
</li>
<li data-start=""543"" data-end=""560"">
<p data-start=""545"" data-end=""560"">Altura: 13 cm</p>
</li>
</ul>
<p>&nbsp;</p>
<p data-start=""562"" data-end=""603"" data-is-last-node="""" data-is-only-node="""">Un b&aacute;sico infaltable con car&aacute;cter propio.</p>";;;;;SI;;;;9,000.00
collar-inicial-globo;"Collar Inicial Globo";"Accesorios  > Collares";;;;;;;19,000.00;15,000.00;0.00;0.00;0.00;0.00;20;;;SI;NO;"<p data-start=""0"" data-end=""61""><strong data-start=""0"" data-end=""61"">Collar Inicial Globo &ndash; Un toque personal con brillo &uacute;nico</strong></p>
<p>&nbsp;</p>
<p data-start=""63"" data-end=""294"">Este collar con dije de letra en forma de globo es la combinaci&oacute;n perfecta entre ternura y estilo. Su dise&ntilde;o inflado tipo globo aporta volumen y originalidad, ideal para regalar o darte un gusto con algo especial y con significado.</p>";;;;;SI;;;;2,500.00
esclava-carrie;"Esclava Carrie";"Accesorios  > Pulseras ";;;;;;;45,000.00;30,000.00;0.00;0.00;0.00;0.00;10;;;SI;NO;"<p>&iexcl;Brilla con estilo con nuestra esclava Carrie, ba&ntilde;ada en oro y elaborada en acero de alta calidad! Con un grosor ideal, es el complemento perfecto para cualquier ocasi&oacute;n, aportando un toque de elegancia atemporal a tu look. Su dise&ntilde;o minimalista y refinado realza tanto outfits casuales como formales, convirti&eacute;ndose en esa pieza imprescindible que nunca pasa de moda.</p>
<p>&nbsp;</p>
<p>Adem&aacute;s, su acabado resistente mantiene el brillo d&iacute;a tras d&iacute;a, incluso en contacto con el agua. Descubr&iacute; Carrie en nuestro showroom o en la tienda online y dej&aacute; que tu mu&ntilde;eca hable por vos.</p>";;;;;SI;;;;16,000.00
home-spray-luxury-500-ml;"Home Spray Luxury - 500 ml";"Rituales sensoriales";;;;;;;20,000.00;15,000.00;0.00;0.00;0.00;0.00;40;;;SI;NO;"<p>Transform&aacute; tu espacio en un refugio de bienestar con nuestro Home Spray Luxury. Dise&ntilde;ado para aromatizar con sutileza y permanencia, este spray eleva la energ&iacute;a del ambiente y acompa&ntilde;a tus rituales cotidianos con una fragancia envolvente y sofisticada.</p>
<p>&nbsp;</p>
<p>Ideal para:</p>
<p>&bull; Dormitorios, livings, espacios de trabajo, spa o centros de est&eacute;tica</p>
<p>&bull; Perfumar ropa de cama y cortinas (a una distancia prudente)</p>
<p>&bull; Crear atm&oacute;sferas c&aacute;lidas antes de recibir visitas o cerrar el d&iacute;a</p>
<p>&nbsp;</p>
<p>Modo de uso:</p>
<p>Roci&aacute; en el ambiente a unos 30 cm de distancia.</p>
<p>Repet&iacute; cuando quieras renovar la energ&iacute;a del espacio.</p>
<p>&nbsp;</p>
<p>Notas olfativas:</p>
<p>La fragancia perfecta no se describe, se siente.</p>
<p>Descubrila en cada rociada.</p>
<p>&nbsp;</p>
<p>Presentaci&oacute;n:</p>
<p>Botella PET &aacute;mbar de 500 ml con vaporizador negro</p>
<p>Etiqueta dorada con dise&ntilde;o exclusivo Luj&aacute;n BeautY</p>";;;;;SI;;;;5,000.00
collar-love;"Collar Love";"Accesorios  > Collares";;;;;;;40,000.00;;0.00;0.00;0.00;0.00;0;;;SI;NO;"<p>Este collar con dije &ldquo;love&rdquo; es la elecci&oacute;n perfecta para sumar un toque rom&aacute;ntico y delicado a tu look diario. Su dise&ntilde;o minimalista lo convierte en un accesorio atemporal, ideal para usar solo o combinar con otros collares.</p>";;;;;SI;;;;8,400.00
treboles-blanco;"Treboles Blanco";"Accesorios  > Collares";;;;;;;45,000.00;;0.00;0.00;0.00;0.00;2;;;SI;NO;"<p>Este collar destaca por sus dijes de tr&eacute;bol en tono blanco, s&iacute;mbolo universal de la buena fortuna. Su dise&ntilde;o sutil y refinado lo convierte en el complemento ideal para looks delicados y femeninos.</p>";;;;;SI;;;;7,500.00
aros-trebol-plateado-grande;"Aros Trebol Plateado Grande";"Accesorios  > Aros";;;;;;;24,000.00;;0.00;0.00;0.00;0.00;2;;;SI;NO;"<p>Dise&ntilde;ados para destacar, estos aros de tr&eacute;bol en tama&ntilde;o grande combinan elegancia con un s&iacute;mbolo cl&aacute;sico de fortuna. Su acabado plateado aporta un look moderno y vers&aacute;til, ideal para elevar cualquier outfit.</p>";;;;;SI;;;;4,000.00
aros-elite-dorado;"Aros Elite Dorado";"Accesorios  > Aros";;;;;;;27,000.00;;0.00;0.00;0.00;0.00;2;;;SI;NO;"<p>Con un dise&ntilde;o elegante y minimalista, los Aros Elite Dorado son el complemento ideal para realzar cualquier look. Su acabado brillante y su confecci&oacute;n cuidada los convierten en una pieza imprescindible.</p>";;;;;SI;;;;3,500.00
argolla-venus-plateado;"Argolla Venus Plateado";"Accesorios  > Aros";;;;;;;25,000.00;;0.00;0.00;0.00;0.00;2;;;SI;NO;"<p>Esta argolla destaca por su dise&ntilde;o cl&aacute;sico y sofisticado, ideal para complementar cualquier estilo con un toque de distinci&oacute;n.</p>";;;;;SI;;;;2,150.00
